Name,Position,Roster Position,TeamAbbrev,Week,Salary,%Drafted,FPTS,Non_TD_FPTS,TD_FPTS
Gary Brightwell,RB,RB/FLEX,CIN,1,4000,0.0,0.0,0.0,0.0
Brandon Allen,QB,QB,TEN,1,4000,0.0,0.0,0.0,0.0
Will Levis,QB,QB,TEN,1,4000,0.0,0.0,0.0,0.0
Trevor Siemian,QB,QB,TEN,1,4000,0.0,0.0,0.0,0.0
Sam Ehlinger,QB,QB,DEN,1,4000,0.0,0.0,0.0,0.0
Julius Chestnut,RB,RB/FLEX,TEN,1,4000,0.0,0.0,0.0,0.0
Kalel Mullings,RB,RB/FLEX,TEN,1,4000,0.0,0.0,0.0,0.0
Jordan Mims,RB,RB/FLEX,TEN,1,4000,0.0,0.0,0.0,0.0
Jermar Jefferson,RB,RB/FLEX,TEN,1,4000,0.02%,0.0,0.0,0.0
Tyler Badie,RB,RB/FLEX,DEN,1,4000,0.0,0.0,0.0,0.0
Michael Burton,RB,RB/FLEX,DEN,1,4000,0.0,0.0,0.0,0.0
Adam Prentice,RB,RB/FLEX,DEN,1,4000,0.0,0.0,0.0,0.0
Tyler Lockett,WR,WR/FLEX,TEN,1,4000,0.48%,0.0,0.0,0.0
Kurtis Rourke,QB,QB,SF,1,4000,0.0,0.0,0.0,0.0
Carter Bradley,QB,QB,SF,1,4000,0.0,0.0,0.0,0.0
Tanner Mordecai,QB,QB,SF,1,4000,0.0,0.0,0.0,0.0
George Holani,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Brady Russell,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Wesley Steiner,RB,RB/FLEX,SEA,1,4000,0.01%,0.0,0.0,0.0
Robbie Ouzts,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Damien Martinez,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Anthony Tyus III,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Jacardia Wright,RB,RB/FLEX,SEA,1,4000,0.0,0.0,0.0,0.0
Patrick Taylor Jr.,RB,RB/FLEX,SF,1,4000,0.0,0.0,0.0,0.0
Kyle Juszczyk,RB,RB/FLEX,SF,1,4000,0.03%,5.2,5.2,0.0
Kyle Allen,QB,QB,DET,1,4000,0.0,0.0,0.0,0.0
Israel Abanikanda,RB,RB/FLEX,GB,1,4000,0.02%,0.0,0.0,0.0
Chris Brooks,RB,RB/FLEX,GB,1,4000,0.0,0.0,0.0,0.0
Craig Reynolds,RB,RB/FLEX,DET,1,4000,0.0,0.0,0.0,0.0
Sione Vaki,RB,RB/FLEX,DET,1,4000,0.0,0.0,0.0,0.0
Kye Robichaux,RB,RB/FLEX,DET,1,4000,0.0,0.0,0.0,0.0
Jacob Saylors,RB,RB/FLEX,DET,1,4000,0.0,0.0,0.0,0.0
Christian Watson,WR,WR/FLEX,GB,1,4000,0.0,0.0,0.0,0.0
Tucker Kraft,TE,TE/FLEX,GB,1,4000,2.75%,9.9,3.9,6.0
Stetson Bennett IV,QB,QB,LAR,1,4000,0.0,0.0,0.0,0.0
Graham Mertz,QB,QB,HOU,1,4000,0.0,0.0,0.0,0.0
Cody Schrader,RB,RB/FLEX,LAR,1,4000,0.0,0.0,0.0,0.0
Ronnie Rivers,RB,RB/FLEX,LAR,1,4000,0.0,0.0,0.0,0.0
Dare Ogunbowale,RB,RB/FLEX,HOU,1,4000,0.0,0.0,0.0,0.0
British Brooks,RB,RB/FLEX,HOU,1,4000,0.0,0.0,0.0,0.0
Jawhar Jordan,RB,RB/FLEX,HOU,1,4000,0.0,0.0,0.0,0.0
Cooper Rush,QB,QB,BAL,1,4000,0.0,0.0,0.0,0.0
Tyler Huntley,QB,QB,BAL,1,4000,0.0,0.0,0.0,0.0
Mitchell Trubisky,QB,QB,BUF,1,4000,0.0,0.0,0.0,0.0
Shane Buechele,QB,QB,BUF,1,4000,0.0,0.0,0.0,0.0
Keaton Mitchell,RB,RB/FLEX,BAL,1,4000,0.04%,0.0,0.0,0.0
Rasheen Ali,RB,RB/FLEX,BAL,1,4000,0.02%,0.5,0.5,0.0
Patrick Ricard,RB,RB/FLEX,BAL,1,4000,0.0,0.0,0.0,0.0
Lucas Scott,RB,RB/FLEX,BAL,1,4000,0.0,0.0,0.0,0.0
D'Ernest Johnson,RB,RB/FLEX,BAL,1,4000,0.0,0.0,0.0,0.0
Ty Johnson,RB,RB/FLEX,BUF,1,4000,0.07%,2.4,2.4,0.0
Reggie Gilliam,RB,RB/FLEX,BUF,1,4000,0.01%,0.0,0.0,0.0
Frank Gore Jr.,RB,RB/FLEX,BUF,1,4000,0.01%,0.0,0.0,0.0
Carson Wentz,QB,QB,MIN,1,4000,0.01%,0.0,0.0,0.0
Max Brosmer,QB,QB,MIN,1,4000,0.0,0.0,0.0,0.0
Tyson Bagent,QB,QB,CHI,1,4000,0.0,0.0,0.0,0.0
Case Keenum,QB,QB,CHI,1,4000,0.0,0.0,0.0,0.0
Ty Chandler,RB,RB/FLEX,MIN,1,4000,0.07%,0.0,0.0,0.0
Zavier Scott,RB,RB/FLEX,MIN,1,4000,0.0,0.0,0.0,0.0
C.J. Ham,RB,RB/FLEX,MIN,1,4000,0.0,0.0,0.0,0.0
Xazavian Valladay,RB,RB/FLEX,MIN,1,4000,0.0,0.0,0.0,0.0
Kyle Monangai,RB,RB/FLEX,CHI,1,4000,0.03%,2.1,2.1,0.0
Travis Homer,RB,RB/FLEX,CHI,1,4000,0.0,0.0,0.0,0.0
Deion Hankins,RB,RB/FLEX,CHI,1,4000,0.0,0.0,0.0,0.0
Ian Wheeler,RB,RB/FLEX,CHI,1,4000,0.0,0.0,0.0,0.0
Brittain Brown,RB,RB/FLEX,CHI,1,4000,0.02%,0.0,0.0,0.0
Hunter Henry,TE,TE/FLEX,NE,1,3900,4.38%,10.6,10.6,0.0
Allen Lazard,WR,WR/FLEX,NYJ,1,3900,0.12%,0.0,0.0,0.0
Devaughn Vele,WR,WR/FLEX,NO,1,3900,0.13%,2.3,2.3,0.0
Isaiah Bond,WR,WR/FLEX,CLE,1,3900,0.08%,1.5,0.0,0.0
Noah Fant,TE,TE/FLEX,CIN,1,3900,0.60%,12.6,6.6,6.0
Demarcus Robinson,WR,WR/FLEX,SF,1,3900,0.0,0.0,0.0,0.0
Jalen Tolbert,WR,WR/FLEX,DAL,1,3800,0.85%,1.0,0.0,0.0
Kayshon Boutte,WR,WR/FLEX,NE,1,3800,0.14%,19.3,19.3,0.0
Cade Otton,TE,TE/FLEX,TB,1,3800,0.95%,0.0,0.0,0.0
Parker Washington,WR,WR/FLEX,JAX,1,3800,0.15%,0.0,0.0,0.0
Broncos,DST,DST,DEN,1,3800,13.75%,14.0,0.0,0.0
Marquez Valdes-Scantling,WR,WR/FLEX,SF,1,3800,0.31%,0.0,0.0,0.0
Jaylin Noel,WR,WR/FLEX,HOU,1,3800,0.16%,1.7,0.0,0.0
Colston Loveland,TE,TE/FLEX,CHI,1,3800,2.27%,3.2,3.2,0.0
Ray-Ray McCloud III,WR,WR/FLEX,ATL,1,3700,1.52%,8.1,8.1,0.0
Taysom Hill,TE,TE/FLEX,NO,1,3700,0.0,0.0,0.0,0.0
Jaylin Lane,WR,WR/FLEX,WAS,1,3700,0.06%,2.1,2.1,0.0
Commanders,DST,DST,WAS,1,3700,2.45%,9.0,0.0,0.0
Jalen Coker,WR,WR/FLEX,CAR,1,3700,0.01%,0.0,0.0,0.0
Andrei Iosivas,WR,WR/FLEX,CIN,1,3700,0.60%,0.0,0.0,0.0
Dalton Kincaid,TE,TE/FLEX,BUF,1,3700,2.93%,14.8,8.8,6.0
Jalen Nailor,WR,WR/FLEX,MIN,1,3700,0.33%,3.8,3.8,0.0
John Metchie III,WR,WR/FLEX,PHI,1,3600,0.22%,0.0,0.0,0.0
Jake Ferguson,TE,TE/FLEX,DAL,1,3600,4.63%,7.3,7.3,0.0
Dont'e Thornton Jr.,WR,WR/FLEX,LV,1,3600,0.49%,6.5,6.5,0.0
Tim Patrick,WR,WR/FLEX,JAX,1,3600,0.03%,0.0,0.0,0.0
Mike Gesicki,TE,TE/FLEX,CIN,1,3600,0.70%,2.4,2.4,0.0
Bengals,DST,DST,CIN,1,3600,2.27%,7.0,0.0,0.0
Tutu Atwell,WR,WR/FLEX,LAR,1,3600,0.10%,1.4,0.0,0.0
Olamide Zaccheaus,WR,WR/FLEX,CHI,1,3600,0.42%,8.2,8.2,0.0
Eagles,DST,DST,PHI,1,3500,7.55%,3.0,0.0,0.0
JuJu Smith-Schuster,WR,WR/FLEX,KC,1,3500,0.47%,10.5,10.5,0.0
Nick Westbrook-Ikhine,WR,WR/FLEX,MIA,1,3500,0.46%,1.7,0.0,0.0
Darren Waller,TE,TE/FLEX,MIA,1,3500,0.24%,0.0,0.0,0.0
Greg Dortch,WR,WR/FLEX,ARI,1,3500,0.08%,0.8,0.0,0.0
Cardinals,DST,DST,ARI,1,3500,5.24%,5.0,0.0,0.0
Luke McCaffrey,WR,WR/FLEX,WAS,1,3500,0.07%,0.0,0.0,0.0
Troy Franklin,WR,WR/FLEX,DEN,1,3500,0.37%,8.4,8.4,0.0
Jacob Cowing,WR,WR/FLEX,SF,1,3500,0.0,0.0,0.0,0.0
Dalton Schultz,TE,TE/FLEX,HOU,1,3500,1.94%,5.8,5.8,0.0
Elijah Moore,WR,WR/FLEX,BUF,1,3500,0.22%,2.1,2.1,0.0
Jahan Dotson,WR,WR/FLEX,PHI,1,3400,0.19%,8.9,8.9,0.0
Robert Woods,WR,WR/FLEX,PIT,1,3400,0.03%,0.0,0.0,0.0
Adonai Mitchell,WR,WR/FLEX,IND,1,3400,0.08%,4.1,4.1,0.0
Van Jefferson,WR,WR/FLEX,TEN,1,3400,0.07%,0.0,0.0,0.0
Pat Bryant,WR,WR/FLEX,DEN,1,3400,0.08%,0.0,0.0,0.0
Chig Okonkwo,TE,TE/FLEX,TEN,1,3400,1.30%,4.9,4.9,0.0
Dontayvion Wicks,WR,WR/FLEX,GB,1,3400,0.06%,5.0,5.0,0.0
Tyler Higbee,TE,TE/FLEX,LAR,1,3400,2.10%,0.0,0.0,0.0
Rams,DST,DST,LAR,1,3400,1.24%,11.0,0.0,0.0
Isaiah Likely,TE,TE/FLEX,BAL,1,3400,0.02%,0.0,0.0,0.0
KaVontae Turpin,WR,WR/FLEX,DAL,1,3300,0.71%,4.7,4.7,0.0
Tre' Harris,WR,WR/FLEX,LAC,1,3300,0.03%,2.1,2.1,0.0
Josh Reynolds,WR,WR/FLEX,NYJ,1,3300,0.04%,3.8,3.8,0.0
Steelers,DST,DST,PIT,1,3300,7.57%,2.0,0.0,0.0
Zay Jones,WR,WR/FLEX,ARI,1,3300,0.01%,1.4,0.0,0.0
Juwan Johnson,TE,TE/FLEX,NO,1,3300,0.93%,15.6,15.6,0.0
Brenton Strange,TE,TE/FLEX,JAX,1,3300,3.60%,9.9,9.9,0.0
Xavier Restrepo,WR,WR/FLEX,TEN,1,3300,0.02%,0.0,0.0,0.0
Jordan Watkins,WR,WR/FLEX,SF,1,3300,0.0,0.0,0.0,0.0
Savion Williams,WR,WR/FLEX,GB,1,3300,0.0,0.0,0.0,0.0
Curtis Samuel,WR,WR/FLEX,BUF,1,3300,0.05%,0.0,0.0,0.0
Cole Kmet,TE,TE/FLEX,CHI,1,3300,0.72%,4.1,4.1,0.0
Terrace Marshall,WR,WR/FLEX,PHI,1,3200,0.02%,0.0,0.0,0.0
Jalen Royals,WR,WR/FLEX,KC,1,3200,0.0,0.0,0.0,0.0
Pat Freiermuth,TE,TE/FLEX,PIT,1,3200,1.62%,5.8,5.8,0.0
KhaDarel Hodge,WR,WR/FLEX,ATL,1,3200,0.02%,0.0,0.0,0.0
Malik Washington,WR,WR/FLEX,MIA,1,3200,0.47%,4.9,4.9,0.0
Jaguars,DST,DST,JAX,1,3200,1.09%,11.0,0.0,0.0
Treylon Burks,WR,WR/FLEX,TEN,1,3200,0.0,0.0,0.0,0.0
Kalif Raymond,WR,WR/FLEX,DET,1,3200,0.13%,3.6,3.6,0.0
Tank Dell,WR,WR/FLEX,HOU,1,3200,0.0,0.0,0.0,0.0
Terrance Ferguson,TE,TE/FLEX,LAR,1,3200,0.14%,0.0,0.0,0.0
Tai Felton,WR,WR/FLEX,MIN,1,3200,0.0,0.0,0.0,0.0
Vikings,DST,DST,MIN,1,3200,4.64%,5.0,0.0,0.0
Jonathan Mingo,WR,WR/FLEX,DAL,1,3100,0.0,0.0,0.0,0.0
Tyquan Thornton,WR,WR/FLEX,KC,1,3100,0.15%,6.1,6.1,0.0
Tyler Conklin,TE,TE/FLEX,LAC,1,3100,0.47%,7.2,7.2,0.0
Chiefs,DST,DST,KC,1,3100,1.06%,3.0,0.0,0.0
Mack Hollins,WR,WR/FLEX,NE,1,3100,0.13%,1.3,0.0,0.0
Tre Tucker,WR,WR/FLEX,LV,1,3100,0.48%,13.4,7.4,6.0
Patriots,DST,DST,NE,1,3100,2.61%,7.0,0.0,0.0
Mason Taylor,TE,TE/FLEX,NYJ,1,3100,0.57%,3.0,3.0,0.0
Sterling Shepard,WR,WR/FLEX,TB,1,3100,0.15%,6.9,6.9,0.0
Bub Means,WR,WR/FLEX,NO,1,3100,0.0,0.0,0.0,0.0
Noah Brown,WR,WR/FLEX,WAS,1,3100,0.08%,4.7,4.7,0.0
Jermaine Burton,WR,WR/FLEX,CIN,1,3100,0.0,0.0,0.0,0.0
Harold Fannin Jr.,TE,TE/FLEX,CLE,1,3100,0.43%,13.6,13.6,0.0
Elic Ayomanor,WR,WR/FLEX,TEN,1,3100,0.17%,3.3,3.3,0.0
Skyy Moore,WR,WR/FLEX,SF,1,3100,0.03%,0.0,0.0,0.0
Isaac TeSlaa,WR,WR/FLEX,DET,1,3100,0.41%,8.3,2.3,6.0
Jordan Whittington,WR,WR/FLEX,LAR,1,3100,0.03%,0.5,0.0,0.0
Jalen Brooks,WR,WR/FLEX,DAL,1,3000,0.03%,0.0,0.0,0.0
Darius Cooper,WR,WR/FLEX,PHI,1,3000,0.06%,0.0,0.0,0.0
Johnny Wilson,WR,WR/FLEX,PHI,1,3000,0.0,0.0,0.0,0.0
Elijah Cooks,WR,WR/FLEX,PHI,1,3000,0.0,0.0,0.0,0.0
Ryan Flournoy,WR,WR/FLEX,DAL,1,3000,0.0,0.0,0.0,0.0
Jalen Cropper,WR,WR/FLEX,DAL,1,3000,0.0,0.0,0.0,0.0
Traeshon Holden,WR,WR/FLEX,DAL,1,3000,0.0,0.0,0.0,0.0
Derius Davis,WR,WR/FLEX,LAC,1,3000,0.08%,0.3,0.0,0.0
KeAndre Lambert-Smith,WR,WR/FLEX,LAC,1,3000,0.08%,0.0,0.0,0.0
Jalen Reagor,WR,WR/FLEX,LAC,1,3000,0.0,0.0,0.0,0.0
JaQuae Jackson,WR,WR/FLEX,LAC,1,3000,0.0,0.0,0.0,0.0
Nikko Remigio,WR,WR/FLEX,KC,1,3000,0.01%,0.0,0.0,0.0
Jason Brownlee,WR,WR/FLEX,KC,1,3000,0.01%,0.0,0.0,0.0
Jimmy Holiday,WR,WR/FLEX,KC,1,3000,0.0,0.0,0.0,0.0
Hal Presley III,WR,WR/FLEX,KC,1,3000,0.0,0.0,0.0,0.0
Efton Chism III,WR,WR/FLEX,NE,1,3000,0.02%,0.0,0.0,0.0
Ja'Lynn Polk,WR,WR/FLEX,NE,1,3000,0.0,0.0,0.0,0.0
John Jiles,WR,WR/FLEX,NE,1,3000,0.0,0.0,0.0,0.0
Jeremiah Webb,WR,WR/FLEX,NE,1,3000,0.0,0.0,0.0,0.0
Alex Bachman,WR,WR/FLEX,LV,1,3000,0.0,0.0,0.0,0.0
Shedrick Jackson,WR,WR/FLEX,LV,1,3000,0.0,0.0,0.0,0.0
Michael Mayer,TE,TE/FLEX,LV,1,3000,0.03%,7.8,7.8,0.0
Scotty Miller,WR,WR/FLEX,PIT,1,3000,0.02%,0.0,0.0,0.0
Roman Wilson,WR,WR/FLEX,PIT,1,3000,0.20%,0.0,0.0,0.0
Ben Skowronek,WR,WR/FLEX,PIT,1,3000,0.01%,9.2,3.2,6.0
Brandon Johnson,WR,WR/FLEX,PIT,1,3000,0.0,0.0,0.0,0.0
Ke'Shawn Williams,WR,WR/FLEX,PIT,1,3000,0.0,0.0,0.0,0.0
Arian Smith,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Xavier Gipson,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Irvin Charles,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Tyler Johnson,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Quentin Skinner,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Jamaal Pritchett,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Brandon Smith,WR,WR/FLEX,NYJ,1,3000,0.0,0.0,0.0,0.0
Tez Johnson,WR,WR/FLEX,TB,1,3000,0.07%,0.0,0.0,0.0
Kameron Johnson,WR,WR/FLEX,TB,1,3000,0.0,0.0,0.0,0.0
Ryan Miller,WR,WR/FLEX,TB,1,3000,0.01%,0.0,0.0,0.0
Jaden Smith,WR,WR/FLEX,TB,1,3000,0.0,0.0,0.0,0.0
Dennis Houston,WR,WR/FLEX,TB,1,3000,0.0,0.0,0.0,0.0
Garrett Greene,WR,WR/FLEX,TB,1,3000,0.0,0.0,0.0,0.0
Casey Washington,WR,WR/FLEX,ATL,1,3000,0.0,0.0,0.0,0.0
David Sills V,WR,WR/FLEX,ATL,1,3000,0.0,0.0,0.0,0.0
Jamal Agnew,WR,WR/FLEX,ATL,1,3000,0.0,0.0,0.0,0.0
Chris Blair,WR,WR/FLEX,ATL,1,3000,0.0,0.0,0.0,0.0
Nick Nash,WR,WR/FLEX,ATL,1,3000,0.0,0.0,0.0,0.0
Dylan Drummond,WR,WR/FLEX,ATL,1,3000,0.01%,0.0,0.0,0.0
Buccaneers,DST,DST,TB,1,3000,1.19%,2.0,0.0,0.0
Dee Eskridge,WR,WR/FLEX,MIA,1,3000,0.0,0.0,0.0,0.0
Tahj Washington,WR,WR/FLEX,MIA,1,3000,0.01%,0.0,0.0,0.0
Theo Wease Jr.,WR,WR/FLEX,MIA,1,3000,0.0,0.0,0.0,0.0
A.J. Henning,WR,WR/FLEX,MIA,1,3000,0.0,0.0,0.0,0.0
Ashton Dulin,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
Anthony Gould,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
D.J. Montgomery,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
Tyler Kahmann,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
Coleman Owen,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
Tyler Scott,WR,WR/FLEX,IND,1,3000,0.0,0.0,0.0,0.0
Xavier Weaver,WR,WR/FLEX,ARI,1,3000,0.0,0.0,0.0,0.0
Trishton Jackson,WR,WR/FLEX,ARI,1,3000,0.0,0.0,0.0,0.0
Simi Fehoko,WR,WR/FLEX,ARI,1,3000,0.0,0.0,0.0,0.0
Andre Baccellia,WR,WR/FLEX,ARI,1,3000,0.0,0.0,0.0,0.0
Tejhaun Palmer,WR,WR/FLEX,ARI,1,3000,0.0,0.0,0.0,0.0
Trey Palmer,WR,WR/FLEX,NO,1,3000,0.0,0.0,0.0,0.0
Mason Tipton,WR,WR/FLEX,NO,1,3000,0.0,0.0,0.0,0.0
Kevin Austin Jr.,WR,WR/FLEX,NO,1,3000,0.0,0.0,0.0,0.0
Cedrick Wilson Jr.,WR,WR/FLEX,NO,1,3000,0.0,0.0,0.0,0.0
Jacoby Jones,WR,WR/FLEX,WAS,1,3000,0.0,0.0,0.0,0.0
Ja'Corey Brooks,WR,WR/FLEX,WAS,1,3000,0.0,0.0,0.0,0.0
Chris Moore,WR,WR/FLEX,WAS,1,3000,0.0,0.0,0.0,0.0
Jalin Hyatt,WR,WR/FLEX,NYG,1,3000,0.0,0.0,0.0,0.0
Beaux Collins,WR,WR/FLEX,NYG,1,3000,0.01%,0.0,0.0,0.0
Bryce Ford-Wheaton,WR,WR/FLEX,NYG,1,3000,0.0,0.0,0.0,0.0
Da'Quan Felton,WR,WR/FLEX,NYG,1,3000,0.0,0.0,0.0,0.0
Lil'Jordan Humphrey,WR,WR/FLEX,NYG,1,3000,0.0,0.0,0.0,0.0
Ihmir Smith-Marsette,WR,WR/FLEX,NYG,1,3000,0.0,0.0,0.0,0.0
Theo Johnson,TE,TE/FLEX,NYG,1,3000,0.83%,1.5,1.5,0.0
Joshua Cephus,WR,WR/FLEX,JAX,1,3000,0.0,0.0,0.0,0.0
Eli Pancol,WR,WR/FLEX,JAX,1,3000,0.0,0.0,0.0,0.0
Erik Ezukanma,WR,WR/FLEX,JAX,1,3000,0.0,0.0,0.0,0.0
Chandler Brayboy,WR,WR/FLEX,JAX,1,3000,0.0,0.0,0.0,0.0
Dorian Singer,WR,WR/FLEX,JAX,1,3000,0.0,0.0,0.0,0.0
David Moore,WR,WR/FLEX,CAR,1,3000,0.03%,0.0,0.0,0.0
Jimmy Horn Jr.,WR,WR/FLEX,CAR,1,3000,0.03%,0.0,0.0,0.0
Brycen Tremayne,WR,WR/FLEX,CAR,1,3000,0.0,0.0,0.0,0.0
Dalevon Campbell,WR,WR/FLEX,CAR,1,3000,0.0,0.0,0.0,0.0
Ja'seem Reed,WR,WR/FLEX,CAR,1,3000,0.0,0.0,0.0,0.0
Ainias Smith,WR,WR/FLEX,CAR,1,3000,0.0,0.0,0.0,0.0
Jamari Thrash,WR,WR/FLEX,CLE,1,3000,0.08%,1.6,0.0,0.0
Gage Larvadain,WR,WR/FLEX,CLE,1,3000,0.0,0.0,0.0,0.0
DeAndre Carter,WR,WR/FLEX,CLE,1,3000,0.0,0.0,0.0,0.0
David Bell,WR,WR/FLEX,CLE,1,3000,0.0,0.0,0.0,0.0
Cade McDonald,WR,WR/FLEX,CLE,1,3000,0.0,0.0,0.0,0.0
Kaden Davis,WR,WR/FLEX,CLE,1,3000,0.0,0.0,0.0,0.0
Charlie Jones,WR,WR/FLEX,CIN,1,3000,0.0,0.0,0.0,0.0
Mitchell Tinsley,WR,WR/FLEX,CIN,1,3000,0.01%,0.0,0.0,0.0
Isaiah Williams,WR,WR/FLEX,CIN,1,3000,0.0,0.0,0.0,0.0
Jordan Moore,WR,WR/FLEX,CIN,1,3000,0.0,0.0,0.0,0.0
Malachi Corley,WR,WR/FLEX,CLE,1,3000,0.01%,0.0,0.0,0.0
Chimere Dike,WR,WR/FLEX,TEN,1,3000,0.01%,0.9,0.0,0.0
Bryce Oliver,WR,WR/FLEX,TEN,1,3000,0.01%,1.8,1.8,0.0
Matt Landers,WR,WR/FLEX,TEN,1,3000,0.0,0.0,0.0,0.0
James Proche II,WR,WR/FLEX,TEN,1,3000,0.0,0.0,0.0,0.0
Mason Kinsey,WR,WR/FLEX,TEN,1,3000,0.0,0.0,0.0,0.0
Trent Sherfield Sr.,WR,WR/FLEX,DEN,1,3000,0.0,0.0,0.0,0.0
Michael Bandy,WR,WR/FLEX,DEN,1,3000,0.01%,0.0,0.0,0.0
A.T. Perry,WR,WR/FLEX,DEN,1,3000,0.0,0.0,0.0,0.0
Tory Horton,WR,WR/FLEX,SEA,1,3000,0.32%,0.0,0.0,0.0
Jake Bobo,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
Dareke Young,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
Cody White,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
John Rhys Plumlee,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
Ricky White III,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
Tyrone Broden,WR,WR/FLEX,SEA,1,3000,0.0,0.0,0.0,0.0
Trent Taylor,WR,WR/FLEX,SF,1,3000,0.0,0.0,0.0,0.0
Junior Bergen,WR,WR/FLEX,SF,1,3000,0.0,0.0,0.0,0.0
Malik Turner,WR,WR/FLEX,SF,1,3000,0.0,0.0,0.0,0.0
Robbie Chosen,WR,WR/FLEX,SF,1,3000,0.0,0.0,0.0,0.0
Malik Heath,WR,WR/FLEX,GB,1,3000,0.01%,0.0,0.0,0.0
Mecole Hardman,WR,WR/FLEX,GB,1,3000,0.02%,0.0,0.0,0.0
Isaiah Neyor,WR,WR/FLEX,GB,1,3000,0.0,0.0,0.0,0.0
Will Sheppard,WR,WR/FLEX,GB,1,3000,0.0,0.0,0.0,0.0
Dominic Lovett,WR,WR/FLEX,DET,1,3000,0.0,0.0,0.0,0.0
Jackson Meeks,WR,WR/FLEX,DET,1,3000,0.0,0.0,0.0,0.0
Tom Kennedy,WR,WR/FLEX,DET,1,3000,0.0,0.0,0.0,0.0
Ronnie Bell,WR,WR/FLEX,DET,1,3000,0.0,0.0,0.0,0.0
Konata Mumpfield,WR,WR/FLEX,LAR,1,3000,0.01%,0.0,0.0,0.0
Xavier Smith,WR,WR/FLEX,LAR,1,3000,0.0,0.0,0.0,0.0
Brennan Presley,WR,WR/FLEX,LAR,1,3000,0.0,0.0,0.0,0.0
Tru Edwards,WR,WR/FLEX,LAR,1,3000,0.0,0.0,0.0,0.0
Xavier Hutchinson,WR,WR/FLEX,HOU,1,3000,0.07%,5.5,5.5,0.0
Justin Watson,WR,WR/FLEX,HOU,1,3000,0.02%,4.7,4.7,0.0
Braxton Berrios,WR,WR/FLEX,HOU,1,3000,0.0,0.0,0.0,0.0
Juwann Winfree,WR,WR/FLEX,HOU,1,3000,0.0,0.0,0.0,0.0
Jared Wayne,WR,WR/FLEX,HOU,1,3000,0.0,0.0,0.0,0.0
Josh Kelly,WR,WR/FLEX,HOU,1,3000,0.0,0.0,0.0,0.0
Tylan Wallace,WR,WR/FLEX,BAL,1,3000,0.03%,0.0,0.0,0.0
Devontez Walker,WR,WR/FLEX,BAL,1,3000,0.03%,0.0,0.0,0.0
LaJohntay Wester,WR,WR/FLEX,BAL,1,3000,0.02%,0.0,0.0,0.0
Dayton Wade,WR,WR/FLEX,BAL,1,3000,0.0,0.0,0.0,0.0
Keith Kirkwood,WR,WR/FLEX,BAL,1,3000,0.0,0.0,0.0,0.0
Anthony Miller,WR,WR/FLEX,BAL,1,3000,0.01%,0.0,0.0,0.0
Tyrell Shavers,WR,WR/FLEX,BUF,1,3000,0.08%,0.0,0.0,0.0
Kaden Prather,WR,WR/FLEX,BUF,1,3000,0.0,0.0,0.0,0.0
Stephen Gosnell,WR,WR/FLEX,BUF,1,3000,0.0,0.0,0.0,0.0
Kristian Wilkerson,WR,WR/FLEX,BUF,1,3000,0.0,0.0,0.0,0.0
Bills,DST,DST,BUF,1,3000,0.59%,0.0,0.0,0.0
Myles Price,WR,WR/FLEX,MIN,1,3000,0.03%,0.0,0.0,0.0
Rondale Moore,WR,WR/FLEX,MIN,1,3000,0.0,0.0,0.0,0.0
Jeshaun Jones,WR,WR/FLEX,MIN,1,3000,0.01%,0.0,0.0,0.0
Dontae Fleming,WR,WR/FLEX,MIN,1,3000,0.01%,0.0,0.0,0.0
Lucky Jackson,WR,WR/FLEX,MIN,1,3000,0.0,0.0,0.0,0.0
Tim Jones,WR,WR/FLEX,MIN,1,3000,0.0,0.0,0.0,0.0
Jahdae Walker,WR,WR/FLEX,CHI,1,3000,0.01%,0.0,0.0,0.0
Miles Boykin,WR,WR/FLEX,CHI,1,3000,0.0,0.0,0.0,0.0
JP Richardson,WR,WR/FLEX,CHI,1,3000,0.0,0.0,0.0,0.0
